NO,DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
573302,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 22:00:00,2018/7/3 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,30.0,79.0,0.0,0.0,56.0,31.0,79.0,99.4
579911,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 22:15:00,2018/7/3 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,41.0,79.0,0.0,0.0,50.0,50.0,79.0,94.97
586520,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 22:30:00,2018/7/3 22:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,30.0,85.0,0.0,0.0,71.0,31.0,85.0,99.47
593126,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 22:45:00,2018/7/3 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,31.0,56.0,0.0,0.0,53.0,31.0,56.0,100.0
599735,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 23:00:00,2018/7/3 23:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,24.0,79.0,0.0,0.0,70.0,24.0,79.0,100.0
606341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 23:15:00,2018/7/3 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,30.0,81.0,0.0,0.0,76.0,30.0,81.0,100.0
612947,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 23:30:00,2018/7/3 23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,27.0,61.0,0.0,0.0,67.0,27.0,61.0,100.0
619556,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/3 23:45:00,2018/7/4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,26.0,67.0,0.0,0.0,49.0,28.0,67.0,98.61
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4,2018/7/4 0:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,17.0,64.0,0.0,0.0,61.0,17.0,64.0,100.0
6598,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 0:15:00,2018/7/4 0:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,18.0,51.0,0.0,0.0,55.0,18.0,51.0,100.0
13205,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 0:30:00,2018/7/4 0:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,64.0,0.0,0.0,46.0,31.0,64.0,100.0
19811,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 0:45:00,2018/7/4 1:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,22.0,68.0,0.0,0.0,57.0,22.0,68.0,100.0
26418,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 1:00:00,2018/7/4 1:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,29.0,77.0,0.0,0.0,60.0,29.0,77.0,100.0
33025,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 1:15:00,2018/7/4 1:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,17.0,69.0,0.0,0.0,55.0,17.0,69.0,100.0
39617,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 1:30:00,2018/7/4 1:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,16.0,88.0,0.0,0.0,58.0,17.0,88.0,99.39
46209,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 1:45:00,2018/7/4 2:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,21.0,82.0,0.0,0.0,68.0,21.0,82.0,100.0
52792,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 2:00:00,2018/7/4 2:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,13.0,73.0,0.0,0.0,48.0,13.0,73.0,100.0
59381,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 2:15:00,2018/7/4 2:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,79.0,0.0,0.0,42.0,15.0,79.0,100.0
65979,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 2:30:00,2018/7/4 2:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,18.0,82.0,0.0,0.0,46.0,18.0,82.0,100.0
72565,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 2:45:00,2018/7/4 3:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,69.0,0.0,0.0,31.0,20.0,69.0,100.0
79142,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 3:00:00,2018/7/4 3:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,14.0,74.0,0.0,0.0,49.0,14.0,74.0,100.0
85728,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 3:15:00,2018/7/4 3:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,23.0,74.0,0.0,0.0,38.0,23.0,74.0,100.0
92308,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 3:30:00,2018/7/4 3:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,70.0,0.0,0.0,50.0,18.0,70.0,100.0
98891,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 3:45:00,2018/7/4 4:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,22.0,66.0,0.0,0.0,49.0,22.0,66.0,100.0
105465,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 4:00:00,2018/7/4 4:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.0,72.0,0.0,0.0,43.0,25.0,72.0,100.0
112039,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 4:15:00,2018/7/4 4:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,23.0,78.0,0.0,0.0,40.0,24.0,78.0,99.3
118634,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 4:30:00,2018/7/4 4:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,30.0,67.0,0.0,0.0,29.0,30.0,67.0,100.0
125235,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 4:45:00,2018/7/4 5:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,17.0,74.0,0.0,0.0,42.0,17.0,74.0,100.0
131824,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 5:00:00,2018/7/4 5:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,23.0,81.0,0.0,0.0,38.0,23.0,81.0,100.0
138413,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 5:15:00,2018/7/4 5:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,39.0,71.0,0.0,0.0,40.0,39.0,71.0,100.0
145002,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 5:30:00,2018/7/4 5:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,43.0,77.0,0.0,0.0,48.0,43.0,77.0,100.0
151591,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 5:45:00,2018/7/4 6:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,29.0,64.0,0.0,0.0,53.0,29.0,64.0,100.0
158180,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 6:00:00,2018/7/4 6:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,72.0,0.0,0.0,43.0,26.0,72.0,100.0
164775,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 6:15:00,2018/7/4 6:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,26.0,71.0,0.0,0.0,68.0,26.0,71.0,100.0
171373,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 6:30:00,2018/7/4 6:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,35.0,79.0,0.0,0.0,59.0,35.0,79.0,100.0
177971,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 6:45:00,2018/7/4 7:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,36.0,90.0,0.0,0.0,70.0,36.0,90.0,100.0
184568,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 7:00:00,2018/7/4 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,48.0,79.0,0.0,0.0,65.0,48.0,79.0,100.0
191169,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 7:15:00,2018/7/4 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,59.0,96.0,0.0,0.0,66.0,60.0,96.0,99.55
197766,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 7:30:00,2018/7/4 7:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,63.0,102.0,0.0,0.0,47.0,63.0,102.0,100.0
204367,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 7:45:00,2018/7/4 8:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,50.0,95.0,0.0,0.0,57.0,50.0,95.0,100.0
210971,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 8:00:00,2018/7/4 8:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,45.0,114.0,0.0,0.0,70.0,47.0,114.0,99.13
217575,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 8:15:00,2018/7/4 8:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,46.0,97.0,0.0,0.0,66.0,46.0,97.0,100.0
224170,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 8:30:00,2018/7/4 8:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,47.0,100.0,0.0,0.0,61.0,47.0,100.0,100.0
230771,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 8:45:00,2018/7/4 9:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,44.0,92.0,0.0,0.0,73.0,44.0,92.0,100.0
237349,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 9:00:00,2018/7/4 9:15:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,75.0,89.0,0.0,0.0,85.0,78.0,89.0,98.81
243931,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 9:15:00,2018/7/4 9:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,33.0,68.0,0.0,0.0,45.0,33.0,68.0,100.0
250510,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 9:30:00,2018/7/4 9:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,53.0,74.0,0.0,0.0,63.0,53.0,74.0,100.0
257086,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 9:45:00,2018/7/4 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,75.0,64.0,0.0,0.0,66.0,77.0,64.0,99.03
263665,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 10:00:00,2018/7/4 10:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,56.0,81.0,0.0,0.0,73.0,57.0,81.0,99.53
270240,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 10:15:00,2018/7/4 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,63.0,100.0,0.0,0.0,60.0,64.0,100.0,99.55
276819,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 10:30:00,2018/7/4 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,64.0,98.0,0.0,0.0,75.0,65.0,98.0,99.58
283398,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 10:45:00,2018/7/4 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,42.0,80.0,0.0,0.0,68.0,42.0,80.0,100.0
289976,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 11:00:00,2018/7/4 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,47.0,103.0,0.0,0.0,99.0,47.0,103.0,100.0
296553,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 11:15:00,2018/7/4 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,49.0,96.0,0.0,0.0,91.0,51.0,96.0,99.16
303133,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 11:30:00,2018/7/4 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,67.0,105.0,0.0,0.0,78.0,68.0,105.0,99.6
309715,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 11:45:00,2018/7/4 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,56.0,74.0,0.0,0.0,80.0,57.0,74.0,99.53
316297,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 12:00:00,2018/7/4 12:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.0,87.0,0.0,0.0,51.0,42.0,88.0,99.45
322882,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 12:15:00,2018/7/4 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,53.0,77.0,0.0,0.0,51.0,53.0,77.0,100.0
329464,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 12:30:00,2018/7/4 12:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,65.0,93.0,0.0,0.0,57.0,65.0,93.0,100.0
336046,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 12:45:00,2018/7/4 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,45.0,104.0,0.0,0.0,79.0,46.0,104.0,99.56
342628,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 13:00:00,2018/7/4 13:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,63.0,122.0,0.0,0.0,89.0,64.0,122.0,99.64
349206,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 13:15:00,2018/7/4 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,51.0,93.0,0.0,0.0,83.0,51.0,93.0,100.0
355785,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 13:30:00,2018/7/4 13:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,68.0,114.0,0.0,0.0,80.0,68.0,114.0,100.0
362366,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 13:45:00,2018/7/4 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,47.0,105.0,0.0,0.0,67.0,47.0,105.0,100.0
368948,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 14:00:00,2018/7/4 14:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,72.0,122.0,0.0,0.0,88.0,74.0,122.0,99.3
375530,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 14:15:00,2018/7/4 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,75.0,95.0,0.0,0.0,85.0,75.0,95.0,100.0
382116,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 14:30:00,2018/7/4 14:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,70.0,107.0,0.0,0.0,108.0,70.0,107.0,100.0
388705,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 14:45:00,2018/7/4 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,78.0,107.0,0.0,0.0,108.0,79.0,107.0,99.66
395294,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 15:00:00,2018/7/4 15:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,52.0,96.0,0.0,0.0,79.0,52.0,96.0,100.0
401880,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 15:15:00,2018/7/4 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,80.0,0.0,0.0,59.0,70.0,80.0,98.09
408468,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 15:30:00,2018/7/4 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,76.0,67.0,0.0,0.0,49.0,76.0,67.0,100.0
415054,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 15:45:00,2018/7/4 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,74.0,78.0,0.0,0.0,60.0,74.0,78.0,100.0
421643,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 16:00:00,2018/7/4 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,43.0,83.0,0.0,0.0,61.0,43.0,83.0,100.0
428232,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 16:15:00,2018/7/4 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,37.0,92.0,0.0,0.0,64.0,38.0,92.0,99.48
434833,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 16:30:00,2018/7/4 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,63.0,111.0,0.0,0.0,64.0,63.0,111.0,100.0
441434,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 16:45:00,2018/7/4 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,66.0,90.0,0.0,0.0,64.0,66.0,90.0,100.0
448035,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 17:00:00,2018/7/4 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,60.0,104.0,0.0,0.0,86.0,60.0,104.0,100.0
454636,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 17:15:00,2018/7/4 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,50.0,113.0,0.0,0.0,53.0,50.0,113.0,100.0
461234,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 17:30:00,2018/7/4 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,102.0,113.0,0.0,0.0,65.0,105.0,113.0,98.94
467815,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 17:45:00,2018/7/4 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,79.0,121.0,0.0,0.0,108.0,81.0,121.0,99.35
474415,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 18:00:00,2018/7/4 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,59.0,91.0,0.0,0.0,88.0,61.0,91.0,99.17
481008,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 18:15:00,2018/7/4 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,83.0,117.0,0.0,0.0,88.0,83.0,117.0,100.0
487606,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 18:30:00,2018/7/4 18:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,63.0,119.0,0.0,0.0,85.0,63.0,119.0,100.0
494209,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 18:45:00,2018/7/4 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,62.0,86.0,0.0,0.0,86.0,62.0,86.0,100.0
500812,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 19:00:00,2018/7/4 19:15:00,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,65.0,86.0,0.0,0.0,141.0,66.0,86.0,99.66
507410,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 19:15:00,2018/7/4 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,77.0,89.0,0.0,0.0,81.0,77.0,89.0,100.0
514008,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 19:30:00,2018/7/4 19:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,69.0,99.0,0.0,0.0,80.0,69.0,99.0,100.0
520603,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 19:45:00,2018/7/4 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,56.0,77.0,0.0,0.0,80.0,56.0,77.0,100.0
527201,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 20:00:00,2018/7/4 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.0,72.0,0.0,0.0,55.0,65.0,72.0,100.0
533802,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 20:15:00,2018/7/4 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,43.0,59.0,0.0,0.0,48.0,44.0,61.0,98.04
540397,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 20:30:00,2018/7/4 20:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,40.0,61.0,0.0,0.0,74.0,40.0,61.0,100.0
546995,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 20:45:00,2018/7/4 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,31.0,77.0,0.0,0.0,78.0,31.0,77.0,100.0
553593,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/4 21:00:00,2018/7/4 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,65.0,92.0,0.0,0.0,58.0,65.0,92.0,100.0
